Order ID,Date,Region,Category,Product,Customer,Sales,Quantity,Profit,Discount
ORD-0295,9/11/2025,South,Furniture,Table,CUST-100,526.5,3,154.16,10.00%
ORD-0296,17/11/2025,North,Office Supplies,Notebook,CUST-047,243.95,7,106.83,15.00%
ORD-0297,6/5/2025,East,Office Supplies,Printer Paper,CUST-049,432,5,154.67,10.00%
ORD-0298,31/1/2025,West,Electronics,Monitor,CUST-113,2001.75,5,598.29,15.00%
ORD-0299,4/6/2025,South,Electronics,Monitor,CUST-107,1820,5,630.2,20.00%
ORD-0300,30/1/2025,South,Office Supplies,Printer Paper,CUST-122,100.8,2,32.88,20.00%
ORD-0301,20/7/2025,North,Electronics,Laptop,CUST-029,345.1,2,62.6,15.00%
ORD-0302,1/11/2025,North,Electronics,Headphones,CUST-109,4266.15,7,790.82,15.00%
ORD-0303,20/2/2025,South,Furniture,Chair,CUST-085,1350.9,3,513.31,5.00%
ORD-0304,7/10/2025,North,Furniture,Bookshelf,CUST-141,1220.4,4,494.73,10.00%
ORD-0305,2/10/2025,North,Clothing,Jeans,CUST-085,339,3,80.01,0.00%
ORD-0306,24/9/2025,South,Office Supplies,Stapler,CUST-047,103.5,5,21.16,10.00%
ORD-0307,12/1/2025,South,Office Supplies,Pen Set,CUST-017,361.25,5,117.03,15.00%
ORD-0308,16/3/2025,North,Clothing,Jacket,CUST-143,125.4,2,39.79,5.00%
ORD-0309,27/8/2025,West,Clothing,Jacket,CUST-135,86.4,1,24.83,10.00%
ORD-0310,13/8/2025,West,Electronics,Headphones,CUST-072,2856,7,791.53,0.00%
ORD-0311,27/7/2025,South,Clothing,Jacket,CUST-022,398.4,6,79.63,20.00%
ORD-0312,13/7/2025,North,Electronics,Monitor,CUST-035,1548,3,546.67,20.00%
ORD-0313,23/4/2025,West,Office Supplies,Pen Set,CUST-071,21.85,1,5.84,5.00%
ORD-0314,21/5/2025,West,Furniture,Bookshelf,CUST-136,993,3,428.34,0.00%
ORD-0315,23/1/2025,North,Electronics,Keyboard,CUST-034,195.7,1,82.55,5.00%
ORD-0316,22/6/2025,West,Furniture,Desk,CUST-034,1429.2,4,399.23,10.00%
ORD-0317,22/8/2025,West,Electronics,Laptop,CUST-144,606,3,190.79,0.00%
ORD-0318,3/8/2025,South,Furniture,Table,CUST-120,88.4,2,19.17,15.00%
ORD-0319,7/6/2025,North,Furniture,Bookshelf,CUST-013,780,3,235.38,0.00%
ORD-0320,1/2/2025,South,Electronics,Headphones,CUST-074,4330,5,1106.99,0.00%
ORD-0321,22/2/2025,West,Furniture,Table,CUST-079,1065.9,6,274.18,5.00%
ORD-0322,17/10/2025,South,Furniture,Desk,CUST-098,1622.6,7,554.3,5.00%
ORD-0323,3/6/2025,South,Clothing,Jacket,CUST-096,93,1,29.02,0.00%
ORD-0324,16/11/2025,North,Furniture,Desk,CUST-139,127,1,45.48,0.00%
ORD-0325,4/12/2025,East,Electronics,Laptop,CUST-051,1881.9,3,556.31,15.00%
ORD-0326,5/7/2025,East,Electronics,Headphones,CUST-060,249.3,1,106.17,10.00%
ORD-0327,30/12/2025,East,Clothing,T-Shirt,CUST-017,912.8,7,172.67,20.00%
ORD-0328,20/10/2025,South,Office Supplies,Printer Paper,CUST-145,79.2,1,22.08,10.00%
ORD-0329,15/8/2025,West,Electronics,Monitor,CUST-105,4116.35,7,1147.25,5.00%
ORD-0330,25/11/2025,South,Office Supplies,Printer Paper,CUST-054,33.25,1,13.06,5.00%
ORD-0331,4/8/2025,West,Office Supplies,Pen Set,CUST-007,39.2,1,14.51,20.00%
ORD-0332,9/9/2025,East,Office Supplies,Pen Set,CUST-013,96,3,20.13,0.00%
ORD-0333,13/1/2025,North,Electronics,Laptop,CUST-102,638.4,6,168.68,20.00%
ORD-0334,17/1/2025,West,Office Supplies,Pen Set,CUST-116,156.6,6,53.38,10.00%
ORD-0335,6/12/2025,East,Office Supplies,Notebook,CUST-016,182.4,3,48.71,5.00%
ORD-0336,10/8/2025,North,Clothing,T-Shirt,CUST-134,155.8,4,37.71,5.00%
ORD-0337,12/1/2025,West,Clothing,Shoes,CUST-043,293.25,5,81.14,15.00%
ORD-0338,21/9/2025,North,Electronics,Keyboard,CUST-045,3630,5,1097.42,0.00%
ORD-0339,24/7/2025,East,Furniture,Bookshelf,CUST-124,889.2,4,255.3,5.00%
ORD-0340,27/11/2025,East,Clothing,Shoes,CUST-032,188.8,2,57.91,20.00%
ORD-0341,25/1/2025,South,Office Supplies,Pen Set,CUST-045,71.25,1,14.82,5.00%
ORD-0342,17/11/2025,North,Clothing,Jacket,CUST-052,501.5,5,138.63,15.00%
ORD-0343,9/10/2025,North,Furniture,Table,CUST-114,576,6,151.89,0.00%
ORD-0344,14/8/2025,East,Electronics,Keyboard,CUST-061,1672,4,616.1,5.00%
ORD-0345,29/10/2025,North,Furniture,Chair,CUST-003,2445.3,6,739.33,5.00%
ORD-0346,29/11/2025,South,Furniture,Desk,CUST-011,2335,5,432.16,0.00%
ORD-0347,3/7/2025,West,Clothing,Shoes,CUST-090,108,4,34.07,10.00%
ORD-0348,24/12/2025,South,Furniture,Chair,CUST-134,1425.6,4,573.74,10.00%
ORD-0349,2/12/2025,South,Office Supplies,Stapler,CUST-008,56.7,3,19.46,10.00%
ORD-0350,29/3/2025,South,Electronics,Monitor,CUST-086,2586,6,1050.1,0.00%
ORD-0351,5/6/2025,South,Electronics,Monitor,CUST-104,691.2,4,240.69,20.00%
ORD-0352,22/6/2025,South,Furniture,Bookshelf,CUST-009,378,3,78.79,10.00%
ORD-0353,29/8/2025,East,Furniture,Table,CUST-148,511,7,124.95,0.00%
ORD-0354,1/10/2025,North,Electronics,Monitor,CUST-116,1966.5,3,695.31,5.00%
ORD-0355,3/6/2025,North,Electronics,Keyboard,CUST-148,807.5,5,166.66,5.00%
ORD-0356,5/10/2025,South,Office Supplies,Printer Paper,CUST-068,17.1,2,3.28,5.00%
ORD-0357,7/7/2025,East,Electronics,Keyboard,CUST-047,1998,3,746.7,10.00%
ORD-0358,25/3/2025,East,Clothing,Jacket,CUST-116,277.1,2,63.11,15.00%
ORD-0359,20/11/2025,South,Electronics,Laptop,CUST-015,379.95,1,105.73,15.00%
ORD-0360,24/1/2025,West,Clothing,T-Shirt,CUST-004,30.4,1,7.71,20.00%
ORD-0361,11/9/2025,North,Clothing,Jeans,CUST-062,104,1,45.75,20.00%
ORD-0362,17/6/2025,East,Electronics,Laptop,CUST-103,3360,5,855.98,20.00%
ORD-0363,7/2/2025,East,Furniture,Chair,CUST-141,178.5,5,33.73,15.00%
ORD-0364,4/7/2025,South,Clothing,Jeans,CUST-123,207,2,77.98,10.00%
ORD-0365,29/9/2025,East,Clothing,Jeans,CUST-031,115.2,4,47.19,20.00%
ORD-0366,2/8/2025,North,Furniture,Desk,CUST-017,793.8,3,222.52,10.00%
ORD-0367,17/11/2025,East,Office Supplies,Stapler,CUST-051,80,4,33.79,20.00%
ORD-0368,16/6/2025,North,Office Supplies,Notebook,CUST-126,17.1,1,3.99,10.00%
ORD-0369,3/1/2025,North,Electronics,Laptop,CUST-063,1431.4,2,265.95,15.00%
ORD-0370,10/4/2025,West,Electronics,Keyboard,CUST-096,1184.4,7,378.68,10.00%
ORD-0371,11/6/2025,North,Office Supplies,Stapler,CUST-132,74.1,2,21.02,5.00%
ORD-0372,27/5/2025,West,Office Supplies,Printer Paper,CUST-080,336,5,63.97,20.00%
ORD-0373,22/1/2025,East,Clothing,Jacket,CUST-057,185.3,2,68.87,15.00%
ORD-0374,24/3/2025,East,Electronics,Keyboard,CUST-072,1895.25,7,426.69,5.00%
ORD-0375,7/4/2025,North,Office Supplies,Notebook,CUST-057,63.2,1,22.42,20.00%
ORD-0376,19/1/2025,South,Office Supplies,Pen Set,CUST-123,175.75,5,58.55,5.00%
ORD-0377,20/3/2025,East,Furniture,Desk,CUST-014,2921.45,7,785,15.00%
ORD-0378,27/12/2025,North,Clothing,Jacket,CUST-136,923.4,6,180.85,5.00%
ORD-0379,14/11/2025,North,Furniture,Desk,CUST-082,266,5,111.56,5.00%
ORD-0380,18/10/2025,West,Furniture,Table,CUST-002,205.2,1,63.71,5.00%
ORD-0381,18/8/2025,West,Office Supplies,Stapler,CUST-041,84.6,2,36.34,10.00%
ORD-0382,19/11/2025,South,Furniture,Table,CUST-027,393.6,4,175.51,20.00%
ORD-0383,15/9/2025,North,Furniture,Chair,CUST-065,73.95,1,28.3,15.00%
ORD-0384,5/9/2025,South,Clothing,Jeans,CUST-100,83.7,1,17.71,10.00%
ORD-0385,17/5/2025,West,Furniture,Desk,CUST-083,414.8,1,81.8,15.00%
ORD-0386,10/10/2025,South,Electronics,Monitor,CUST-085,608,4,191.84,0.00%
ORD-0387,5/9/2025,West,Clothing,T-Shirt,CUST-017,525.6,4,133.85,10.00%
ORD-0388,4/3/2025,North,Clothing,T-Shirt,CUST-110,45.05,1,20.11,15.00%
ORD-0389,10/6/2025,East,Electronics,Headphones,CUST-016,675,2,264.5,10.00%
ORD-0390,18/3/2025,West,Furniture,Desk,CUST-131,2243.15,7,444.52,15.00%
ORD-0391,17/4/2025,North,Furniture,Desk,CUST-039,263.15,1,88.04,5.00%
ORD-0392,27/2/2025,East,Electronics,Keyboard,CUST-123,2782.8,4,910.88,10.00%
ORD-0393,4/3/2025,South,Office Supplies,Pen Set,CUST-139,69.7,2,23.47,15.00%
ORD-0394,20/11/2025,West,Furniture,Chair,CUST-129,1138.5,5,361.36,10.00%
ORD-0395,13/5/2025,North,Clothing,Jacket,CUST-092,686.4,6,279.14,20.00%
ORD-0396,9/5/2025,West,Electronics,Monitor,CUST-140,4410,7,1024.98,10.00%
ORD-0397,2/6/2025,North,Office Supplies,Printer Paper,CUST-055,123.5,2,27.95,5.00%
ORD-0398,2/12/2025,North,Furniture,Table,CUST-113,498.75,7,187.88,5.00%
ORD-0399,28/3/2025,North,Electronics,Laptop,CUST-076,85,1,18.54,0.00%
ORD-0400,14/6/2025,East,Clothing,Shoes,CUST-141,423,3,172.03,0.00%
ORD-0401,26/3/2025,South,Office Supplies,Pen Set,CUST-134,196,4,49.01,0.00%
ORD-0402,2/5/2025,South,Office Supplies,Pen Set,CUST-115,204,6,68.99,0.00%
ORD-0403,1/6/2025,West,Office Supplies,Pen Set,CUST-107,73.8,1,26.52,10.00%
ORD-0404,20/12/2025,East,Electronics,Laptop,CUST-141,2447.2,7,829.1,5.00%
ORD-0405,22/10/2025,West,Furniture,Chair,CUST-088,753.6,2,315.27,20.00%
ORD-0406,1/11/2025,East,Furniture,Chair,CUST-053,2293.2,7,905.43,10.00%
ORD-0407,9/10/2025,West,Electronics,Laptop,CUST-144,2918.4,6,818.1,20.00%
ORD-0408,2/12/2025,North,Electronics,Monitor,CUST-108,486.4,4,111.01,20.00%
ORD-0409,28/9/2025,East,Clothing,Jeans,CUST-139,153.9,1,33.73,10.00%
ORD-0410,22/1/2025,South,Electronics,Monitor,CUST-104,775.2,6,334.82,5.00%
ORD-0411,14/2/2025,South,Office Supplies,Printer Paper,CUST-079,186.2,4,64.91,5.00%
ORD-0412,16/11/2025,West,Office Supplies,Stapler,CUST-059,391.5,5,139.12,10.00%
ORD-0413,6/4/2025,East,Clothing,Jeans,CUST-130,494,4,175.62,5.00%
ORD-0414,20/7/2025,South,Furniture,Table,CUST-058,198,1,58.04,0.00%
ORD-0415,12/3/2025,West,Electronics,Keyboard,CUST-009,3765.5,5,939.84,15.00%
ORD-0416,12/12/2025,West,Clothing,Shoes,CUST-062,853.2,6,284.15,10.00%
ORD-0417,25/8/2025,East,Furniture,Table,CUST-130,554.4,2,221.73,10.00%
ORD-0418,27/6/2025,West,Furniture,Desk,CUST-115,1356,4,396.14,0.00%
ORD-0419,15/6/2025,East,Furniture,Bookshelf,CUST-061,526,2,199.2,0.00%
ORD-0420,5/10/2025,South,Electronics,Monitor,CUST-132,1057.5,5,305.9,10.00%
ORD-0421,14/9/2025,North,Office Supplies,Printer Paper,CUST-063,560,7,186.63,0.00%
ORD-0422,29/10/2025,South,Furniture,Desk,CUST-134,540,5,151.14,20.00%
ORD-0423,15/9/2025,West,Electronics,Keyboard,CUST-075,3734.4,6,848.22,20.00%
ORD-0424,14/10/2025,East,Electronics,Monitor,CUST-061,3599.75,5,1302.42,15.00%
ORD-0425,18/10/2025,West,Furniture,Bookshelf,CUST-149,1560,5,568.01,20.00%
ORD-0426,22/12/2025,West,Clothing,Jeans,CUST-099,139.65,3,36.22,5.00%
ORD-0427,19/1/2025,East,Clothing,Shoes,CUST-074,412.25,5,75.24,15.00%
ORD-0428,2/7/2025,West,Electronics,Headphones,CUST-059,319.5,1,63.62,10.00%
ORD-0429,14/1/2025,East,Electronics,Headphones,CUST-032,3650.75,5,716.34,15.00%
ORD-0430,13/5/2025,East,Clothing,T-Shirt,CUST-059,241.2,2,97.64,10.00%
ORD-0431,17/9/2025,North,Clothing,T-Shirt,CUST-143,164,1,45.64,0.00%
ORD-0432,22/4/2025,North,Office Supplies,Stapler,CUST-119,285,6,126.78,5.00%
ORD-0433,31/3/2025,South,Clothing,Jacket,CUST-013,831.6,7,230.74,10.00%
ORD-0434,30/12/2025,West,Electronics,Monitor,CUST-043,3899.75,5,975.12,5.00%
ORD-0435,14/11/2025,East,Furniture,Table,CUST-007,1925.25,5,738.34,15.00%
ORD-0436,31/7/2025,North,Office Supplies,Notebook,CUST-119,171,3,30.91,0.00%
ORD-0437,29/4/2025,West,Electronics,Keyboard,CUST-017,4081.7,7,1762.91,15.00%
ORD-0438,8/9/2025,West,Office Supplies,Pen Set,CUST-050,275.4,6,111.43,15.00%
ORD-0439,23/10/2025,West,Furniture,Table,CUST-040,496,2,121.52,20.00%
ORD-0440,1/3/2025,South,Office Supplies,Stapler,CUST-039,380.8,7,147.45,20.00%
ORD-0441,15/6/2025,East,Office Supplies,Notebook,CUST-088,102,4,41.85,15.00%
ORD-0442,9/7/2025,North,Clothing,Shoes,CUST-010,267.75,7,75.87,15.00%
ORD-0443,11/8/2025,East,Office Supplies,Stapler,CUST-057,384,6,127,0.00%
ORD-0444,18/1/2025,East,Clothing,Jeans,CUST-145,92,5,32.78,20.00%
ORD-0445,6/8/2025,East,Clothing,Jeans,CUST-082,189,7,37.06,0.00%
ORD-0446,15/8/2025,West,Electronics,Keyboard,CUST-018,447.1,1,157.57,15.00%
ORD-0447,17/8/2025,South,Office Supplies,Printer Paper,CUST-077,369.6,7,77.52,20.00%
ORD-0448,8/10/2025,North,Electronics,Keyboard,CUST-120,593.3,2,178.45,15.00%
ORD-0449,4/9/2025,West,Office Supplies,Notebook,CUST-062,403.2,6,118.67,20.00%
ORD-0450,11/11/2025,East,Electronics,Monitor,CUST-093,3364.2,6,1207.35,10.00%
ORD-0451,13/1/2025,North,Clothing,T-Shirt,CUST-127,676.8,6,144.84,20.00%
ORD-0452,30/9/2025,West,Furniture,Desk,CUST-058,207.4,1,67.66,15.00%
ORD-0453,6/7/2025,North,Office Supplies,Pen Set,CUST-016,32.4,3,12.5,10.00%
ORD-0454,4/4/2025,South,Clothing,Jeans,CUST-013,250.8,6,85.92,5.00%
ORD-0455,20/7/2025,West,Clothing,T-Shirt,CUST-108,372.6,6,105.79,10.00%
ORD-0456,1/7/2025,East,Clothing,T-Shirt,CUST-001,1204,7,399.36,0.00%
ORD-0457,13/3/2025,East,Office Supplies,Printer Paper,CUST-012,91.8,3,23.35,15.00%
ORD-0458,9/8/2025,North,Electronics,Headphones,CUST-085,1562,2,614.01,0.00%
ORD-0459,6/11/2025,West,Office Supplies,Printer Paper,CUST-115,196.8,6,44.62,20.00%
ORD-0460,6/1/2025,East,Clothing,Shoes,CUST-028,65.45,1,18.9,15.00%
ORD-0461,13/6/2025,South,Furniture,Desk,CUST-013,2726.5,7,554.87,5.00%
ORD-0462,26/12/2025,West,Office Supplies,Pen Set,CUST-028,52.7,1,18.88,15.00%
ORD-0463,27/7/2025,South,Electronics,Monitor,CUST-132,1521.5,2,608.37,15.00%
ORD-0464,22/5/2025,North,Furniture,Table,CUST-025,1035.3,3,389.59,15.00%
ORD-0465,26/12/2025,South,Clothing,Jeans,CUST-067,376.2,3,103.52,5.00%
ORD-0466,13/2/2025,South,Office Supplies,Notebook,CUST-095,99.45,3,21.53,15.00%
ORD-0467,7/3/2025,South,Furniture,Table,CUST-131,684,4,226.53,0.00%
ORD-0468,7/9/2025,South,Furniture,Chair,CUST-046,124,1,39.3,20.00%
ORD-0469,29/5/2025,West,Electronics,Laptop,CUST-104,126.65,1,37.11,15.00%
ORD-0470,22/7/2025,North,Clothing,Shoes,CUST-005,387.6,3,173.29,15.00%
ORD-0471,16/7/2025,North,Furniture,Chair,CUST-059,304,5,88.78,20.00%
ORD-0472,28/11/2025,East,Office Supplies,Pen Set,CUST-090,30.6,1,9.37,10.00%
ORD-0473,5/7/2025,North,Electronics,Headphones,CUST-031,3668,7,1619.13,0.00%
ORD-0474,1/7/2025,South,Office Supplies,Notebook,CUST-149,20,4,8.26,0.00%
ORD-0475,31/3/2025,North,Clothing,T-Shirt,CUST-145,132,6,47.7,0.00%
ORD-0476,10/10/2025,North,Furniture,Chair,CUST-060,1444.8,6,425.28,20.00%
ORD-0477,5/1/2025,South,Furniture,Chair,CUST-020,1960.8,6,865.07,5.00%
ORD-0478,13/1/2025,East,Furniture,Desk,CUST-128,843,3,168.1,0.00%
ORD-0479,10/4/2025,East,Office Supplies,Printer Paper,CUST-122,535.5,7,189.7,10.00%
ORD-0480,13/6/2025,North,Office Supplies,Stapler,CUST-058,270,5,89.12,0.00%
ORD-0481,9/7/2025,West,Office Supplies,Pen Set,CUST-090,198,5,87.54,10.00%
ORD-0482,14/2/2025,South,Office Supplies,Stapler,CUST-008,54,5,20.48,10.00%
ORD-0483,18/8/2025,South,Clothing,Shoes,CUST-114,500.4,4,212.83,10.00%
ORD-0484,16/12/2025,South,Electronics,Laptop,CUST-122,2008,5,546.83,20.00%
ORD-0485,6/4/2025,North,Electronics,Monitor,CUST-006,315.4,4,70.04,5.00%
ORD-0486,3/12/2025,North,Office Supplies,Stapler,CUST-133,40.5,3,7.53,10.00%
ORD-0487,3/1/2025,North,Office Supplies,Pen Set,CUST-060,72,6,13.15,20.00%
ORD-0488,24/6/2025,North,Office Supplies,Printer Paper,CUST-047,438.9,6,123.71,5.00%
ORD-0489,10/11/2025,South,Office Supplies,Stapler,CUST-119,192.85,7,40.03,5.00%
ORD-0490,11/1/2025,North,Clothing,T-Shirt,CUST-149,123.5,1,53.01,5.00%
ORD-0491,25/10/2025,South,Furniture,Chair,CUST-054,1649.2,7,329.6,5.00%
ORD-0492,27/8/2025,West,Clothing,Jacket,CUST-042,104,1,24.69,0.00%
ORD-0493,13/3/2025,East,Office Supplies,Stapler,CUST-111,139.5,5,41.45,10.00%
ORD-0494,19/10/2025,North,Clothing,Jeans,CUST-008,319.2,7,116.27,20.00%
ORD-0495,31/5/2025,West,Electronics,Monitor,CUST-014,2975,4,1107.95,15.00%
ORD-0496,16/8/2025,East,Furniture,Bookshelf,CUST-019,652,5,234.53,20.00%
ORD-0497,8/10/2025,South,Electronics,Monitor,CUST-063,607.75,5,183.66,15.00%
ORD-0498,2/10/2025,East,Office Supplies,Pen Set,CUST-034,372.3,6,108.75,15.00%
ORD-0499,25/11/2025,East,Electronics,Headphones,CUST-147,1530,6,559.65,15.00%
ORD-0500,5/1/2025,West,Furniture,Desk,CUST-087,1271.6,4,535.97,15.00%
,,,,,,,,,
,,,,, ,,,,
